Estado;Cidade;Serventia;Tipo de Certidao;Forma de Entrega;Valor
Pernanbuco;São José do Belmonte;CARTÓRIO DO 2º OFICIO;Certidão de Protesto;E-mail;100
Pernanbuco;São José do Egito;2º TABELIONATO DE NOTAS E PROTESTO DE TÍTULOS.;Certidão de Protesto;E-mail;100
Pernanbuco;São Lourenço da Mata;SERVENTIA NOTARIAL DE SÃO LOURENÇO DA MATA;Certidão de Protesto;E-mail;100
Pernanbuco;São Vicente Ferrer;Serventia Registral e Notarial de São Vicente Ferrer;Certidão de Protesto;E-mail;100
Pernanbuco;Serra Talhada;Cartorio Reginaldo Anisio da Silva;Certidão de Protesto;E-mail;100
Pernanbuco;Serrita;Tabelionato de notas, protesto e ofício de registros públicos;Certidão de Protesto;E-mail;100
Pernanbuco;Sertânia;Cartório de Notas e Protestos de Sertânia;Certidão de Protesto;E-mail;100
Pernanbuco;Sirinhaém;Tabelionato de Notas, Protesto, Registro de Imóveis, Títulos e Documentos e Pessoa Jurídica;Certidão de Protesto;E-mail;100
Pernanbuco;Surubim;TABELIONATO DE PROTESTO SURUBIM;Certidão de Protesto;E-mail;100
Pernanbuco;Tabira;TABIRA CARTORIO 1 OFICIO DE NOTAS;Certidão de Protesto;E-mail;100
Pernanbuco;Tacaimbó;SERVENTIA REGISTRAL E NOTARIAL DE TACAIMBO;Certidão de Protesto;E-mail;100
Pernanbuco;Tacaratu;SERVENTIA ÚNICA DO MUNICÍPIO DE TACARATU;Certidão de Protesto;E-mail;100
Pernanbuco;Tamandaré;TABELIONATO DE PROTESTO;Certidão de Protesto;E-mail;100
Pernanbuco;Taquaritinga do Norte;PROTESTOS, NOTAS, REGISTROS DE IMÓVEIS E RTDPJ;Certidão de Protesto;E-mail;100
Pernanbuco;Terezinha;SERVENTIA REGISTRAL E NOTARIAL DE TEREZINHA;Certidão de Protesto;E-mail;100
Pernanbuco;Terra Nova;Cartório Único de Terra Nova;Certidão de Protesto;E-mail;100
Pernanbuco;Timbaúba;SERVENTIA NOTARIAL DE TIMBAUBA;Certidão de Protesto;E-mail;100
Pernanbuco;Toritama;TABELIONATO DE NOTAS, PROTESTO E OFÍCIO DE REGISTROS PÚBLICOS;Certidão de Protesto;E-mail;100
Pernanbuco;Tracunhaém;TABELIONATO DE PROTESTO - TRACUNHAEM;Certidão de Protesto;E-mail;100
Pernanbuco;Trindade;CARTÓRIO ÚNICO DE TRINDADE;Certidão de Protesto;E-mail;100
Pernanbuco;Triunfo;CARTORIO UNICO DE NOTAS;Certidão de Protesto;E-mail;100
Pernanbuco;Tupanatinga;SERVENTIA REGISTRAL E NOTARIAL;Certidão de Protesto;E-mail;100
Pernanbuco;Tuparetama;CARTÓRIO DO OFICIO ÚNICO DE PROTESTO;Certidão de Protesto;E-mail;100
Pernanbuco;Venturosa;SERVENTIA NOTARIAL E REGISTRAL DA COMARCA DE VENTUROSA;Certidão de Protesto;E-mail;100
Pernanbuco;Verdejante;TABELIONATO DE NOTAS, PROTESTO E OFÍCIO DE REGISTROS PÚBLICOS;Certidão de Protesto;E-mail;100
Pernanbuco;Vertentes;SERVENTIA NOTARIAL E REGISTRAL;Certidão de Protesto;E-mail;100
Pernanbuco;Vicência;SERVENTIA NOTARIAL E REGISTRAL DE VICENCIA;Certidão de Protesto;E-mail;100
Pernanbuco;Vitória de Santo Antão;2 OFICIO DE NOTAS E PROTESTO DE TITULOS DE VITORIA DE SANTO ANTAO;Certidão de Protesto;E-mail;100
Pernanbuco;Xexéu;SERVENTIA ÚNICA DE DE XEXEU;Certidão de Protesto;E-mail;100
